id,name,description,unit_price,merchant_id,created_at,updated_at
736,Greedy Pork belly buns,"Ravioli, ravioli. Give me the formuoli.",96.41,90,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
737,Tearful Crossbow,Future!!!,82.62,90,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
738,Cross Fruit beer,It's just a cruel reminder that I'm single and likely to remain that way forever.,84.16,82,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
739,Mopey Bunny chow,Can I be excused for the rest of my life?,18.22,21,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
740,Bold Shortbow,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,64.46,89,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
741,Worthless Vegetable beer,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,64.84,20,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
742,Helpless Fettuccine alfredo,Look at all the hip young people eating sal-ads.,78.98,60,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
743,Tickled Hair iron,The best time to wear a striped sweater is all the time.,74.65,9,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
744,Thoughtful Glaive,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,49.56,62,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
745,Quivery Chicken fajitas,Look at all the hip young people eating sal-ads.,96.91,83,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
746,Weary Pork sausage roll,NO! This is Patrick!,51.98,68,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
747,Disdainful Dishwasher,The best time to wear a striped sweater is all the time.,12.36,1,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
748,Secure Fettuccine alfredo,I knew I shouldn't have gotten out of bed today.,12.75,60,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
749,Compulsive Pork sausage roll,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,13.15,36,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
750,Manic Dart,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",23.27,97,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
751,Angry Dart,Can I be excused for the rest of my life?,37.87,63,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
752,Gloomy Sushi,"Goodbye everyone, I'll remember you all in therapy.",23.79,89,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
753,Touched Longbow,"Goodbye everyone, I'll remember you all in therapy.",52.11,29,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
754,Reasoned European amber lager,I can't see my forehead!,36.39,33,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
755,Sociable European amber lager,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,27.92,100,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
756,Unimpressed Hummus,But it's my only night to be fancy!,64.24,12,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
757,Ashamed Shortsword,Can I be excused for the rest of my life?,46.77,76,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
758,Humbled Strong ale,"I wumbo, you wumbo, he she we wumbo.",59.21,38,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
759,Manic Mushroom risotto,The inner machinations of my mind are an enigma.,70.82,72,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
760,Listless Fruit beer,Wake me up when I care.,41.58,19,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
761,Open Tuna sashimi,Is mayonnaise an instrument?,28.53,71,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
762,Gloomy Dart,NO! This is Patrick!,42.44,88,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
763,Obsessive Appliance plug,I can't see my forehead!,87.88,24,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
764,Surprised Dravin's bow,Wake me up when I care.,64.36,34,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
765,Serene Boomerang,I might as well sleep for 100 years or so.,31.87,76,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
766,Open Net,I have no soul.,50.99,82,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
767,Sanguine Nord hero sword,Look at all the hip young people eating sal-ads.,97.31,70,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
768,Eager Spear,"Ravioli, ravioli. Give me the formuoli.",50.74,30,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
769,Thankful Net,I can't see my forehead!,50.51,98,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
770,Edgy Chicken fajitas,NO! This is Patrick!,58.05,35,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
771,Content Caprese salad,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",30.38,50,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
772,Enraged Shortbow,The best time to wear a striped sweater is all the time.,43.51,20,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
773,Able Gas appliance,Look at all the hip young people eating sal-ads.,31.08,89,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
774,Obsessive Poutine,The best time to wear a striped sweater is all the time.,34.66,51,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
775,Tender Bunny chow,I knew I shouldn't have gotten out of bed today.,22.46,7,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
776,Distant Hoarfrost dr,Is mayonnaise an instrument?,99.32,2,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
777,Disgusted Pilsner,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,24.11,85,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
778,Exuberant Ebony war axe,I knew I shouldn't have gotten out of bed today.,36.32,57,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
779,Unafraid Iron battleaxe,Future!!!,94.24,28,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
780,Humbled Shortbow,I might as well sleep for 100 years or so.,53.73,27,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
781,Naughty Merican ale,But it's my only night to be fancy!,10.97,51,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
782,Aggravated Trouser press,Is mayonnaise an instrument?,44.64,92,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
783,Offended Blowgun,I knew I shouldn't have gotten out of bed today.,50.36,1,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
784,Edgy Orcish mace,F is for friends who do stuff together!,11.39,85,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
785,Scornful Daedric greatsword,NO! This is Patrick!,24.96,41,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
786,Wistful Longsword,Wake me up when I care.,21.41,8,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
787,Discouraged Dart,"Ravioli, ravioli. Give me the formuoli.",65.37,60,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
788,Uncomfortable Spear,I knew I shouldn't have gotten out of bed today.,55.99,96,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
789,Elated Quarterstaff,Is mayonnaise an instrument?,93.17,19,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
790,Aggressive Pike,I can't see my forehead!,52.57,97,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
791,Weary Amber hybrid beer,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",18.88,22,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
792,Lonely Ricotta stuffed ravioli,I knew I shouldn't have gotten out of bed today.,16.43,40,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
793,Surprised Pasta and beans,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",12.94,21,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
794,Rattled Dragonbone mace dg,F is for friends who do stuff together!,10.95,85,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
795,Yielding Sling,Look at all the hip young people eating sal-ads.,46.17,83,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
796,Fair Glass mace,F is for friends who do stuff together!,57.87,25,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
797,Worthless India pale ale,"I wumbo, you wumbo, he she we wumbo.",81.19,91,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
798,Peeved Pilsner,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",86.42,34,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
799,Melodramatic Fruit beer,F is for friends who do stuff together!,67.17,67,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
800,Lackluster Dart,I can't see my forehead!,90.46,80,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
801,Smug Clothes dryer,F is for friends who do stuff together!,17.45,11,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
802,Affable Net,Wake me up when I care.,21.74,1,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
803,Temperamental Blowgun,The inner machinations of my mind are an enigma.,47.81,15,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
804,Sorrowful Arepas,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,12.54,19,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
805,Threatened Boomerang,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",79.18,90,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
806,Pleased Pappardelle alla bolognese,I knew I shouldn't have gotten out of bed today.,89.46,19,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
807,Affectionate Ulfric's war axe,"Two words, SpongeBob. Na. Chos.",18.04,75,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
808,Agreeable Shortbow,I might as well sleep for 100 years or so.,96.22,11,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
809,Gracious Aroma lamp,"Ravioli, ravioli. Give me the formuoli.",24.44,11,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
810,Useful Lance,NO! This is Patrick!,28.81,90,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
811,Thoughtful Window fan,I can't see my forehead!,40.85,41,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
812,Excited Nordic mace dr,I'm ugly and I'm proud!,68.86,55,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
813,Trustworthy Domestic robot,I can't see my forehead!,27.39,69,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
814,Mirthful Amren's family sword,"Ravioli, ravioli. Give me the formuoli.",37.78,72,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
815,Touched Forced-air,All I know is fine dining and breathing.,66.72,79,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
816,Hopeless California maki,F is for friends who do stuff together!,84.69,64,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
817,Uncertain Ebony battleaxe,F is for friends who do stuff together!,97.21,49,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
818,Absorbed Steel battleaxe,I can't see my forehead!,43.13,13,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
819,Irrational Dagger,I might as well sleep for 100 years or so.,69.91,40,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
820,Discouraged Toaster and toaster ovens,All I know is fine dining and breathing.,21.88,36,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
821,Uneasy Toaster and toaster ovens,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",95.48,86,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
822,Fulfilled Belgian and french ale,NO! This is Patrick!,57.58,43,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
823,Manipulated Dawnguard rune axe dg,The best time to wear a striped sweater is all the time.,63.65,16,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
824,Disinterested Kimchi refrigerator,I knew I shouldn't have gotten out of bed today.,10.82,71,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
825,Uneasy Refrigerator,"Goodbye everyone, I'll remember you all in therapy.",21.98,9,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
826,Amazed Water cooker,F is for friends who do stuff together!,62.88,50,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
827,Wronged Boomerang,The best time to wear a striped sweater is all the time.,94.82,83,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
828,Carefree Water heater,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",80.48,23,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
829,Aggressive Wood-aged beer,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",93.76,36,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
830,Manipulated Glass sword,But it's my only night to be fancy!,53.39,100,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
831,Contemptuous Chicken fajitas,Is mayonnaise an instrument?,51.93,26,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
832,Useless Blowgun,F is for friends who do stuff together!,57.33,9,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
833,Serious Dart,The best time to wear a striped sweater is all the time.,14.63,74,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
834,Neglected Hair iron,"Two words, SpongeBob. Na. Chos.",37.87,93,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
835,Enraged Nordic bow dr,The best time to wear a striped sweater is all the time.,86.21,53,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
836,Vexed Glass sword,I'm ready! I'm ready!,53.65,73,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
837,Torn Blowgun,Is mayonnaise an instrument?,98.96,50,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
838,Glad Amber hybrid beer,Can I be excused for the rest of my life?,33.92,7,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
839,Inspiring Iron battleaxe,I have no soul.,11.63,22,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
840,Repulsed Blowgun,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",89.87,35,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
841,Emboldened Shortbow,All I know is fine dining and breathing.,96.76,86,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
842,Mean Greatsword,"Ravioli, ravioli. Give me the formuoli.",60.53,73,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
843,Grumpy Sewing machine,I'm ugly and I'm proud!,96.72,80,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
844,Open Television,Is mayonnaise an instrument?,50.31,14,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
845,Absorbed Halberd,I knew I shouldn't have gotten out of bed today.,47.63,95,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
846,Peaceful Sickle,The inner machinations of my mind are an enigma.,99.08,44,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
847,Hyperactive Javelin,Is mayonnaise an instrument?,26.49,97,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
848,Careful Stout,Is mayonnaise an instrument?,87.92,79,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
849,Elated Glass bow of the stag prince dr,Wake me up when I care.,70.04,3,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
850,Blissful Porter,NO! This is Patrick!,24.36,87,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
851,Weak Net,"Ravioli, ravioli. Give me the formuoli.",45.63,63,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
852,Inquisitive Morningstar,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",14.28,41,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
853,Calm Box mangle,Wake me up when I care.,63.18,39,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
854,Worthless Bachelor griller,I have no soul.,32.72,43,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
855,Gleeful Crossbow,I knew I shouldn't have gotten out of bed today.,69.21,12,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
856,Neglected Exhaust hood,Is mayonnaise an instrument?,59.57,59,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
857,Jittery Mangle (machine),I'm ugly and I'm proud!,14.31,92,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
858,Pressured Fish and chips,Future!!!,89.49,19,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
859,Unimpressed Halberd,F is for friends who do stuff together!,79.64,46,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
860,Vain Teriyaki chicken donburi,"Goodbye everyone, I'll remember you all in therapy.",12.05,12,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
861,Whiny Angi's bow,Is mayonnaise an instrument?,17.14,56,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
862,Scornful Pierogi,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,70.41,39,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
863,Enraged Dart,I might as well sleep for 100 years or so.,63.01,87,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
864,Wasted India pale ale,I can't see my forehead!,89.87,43,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
865,Affectionate Aroma lamp,All I know is fine dining and breathing.,90.42,75,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
866,Tired Pasta and beans,The inner machinations of my mind are an enigma.,61.94,54,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
867,Victorious Shortsword,It's just a cruel reminder that I'm single and likely to remain that way forever.,37.41,70,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
868,Torn Imperial sword,"Ravioli, ravioli. Give me the formuoli.",27.66,78,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
869,Abandoned Quarterstaff,I'm ugly and I'm proud!,31.06,92,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
870,Undecided Sour ale,It's just a cruel reminder that I'm single and likely to remain that way forever.,83.61,59,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
871,Youthful Sickle,It's just a cruel reminder that I'm single and likely to remain that way forever.,86.69,66,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
872,Vacant Boomerang,The inner machinations of my mind are an enigma.,64.24,78,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
873,Hysterical Dart,F is for friends who do stuff together!,14.86,47,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
874,Manipulated Hair iron,I can't see my forehead!,12.23,36,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
875,Qualified Pasta carbonara,I might as well sleep for 100 years or so.,50.48,100,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
876,Lonely Froki's bow,F is for friends who do stuff together!,19.74,79,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
877,Reserved Vegetable beer,"Goodbye everyone, I'll remember you all in therapy.",84.53,20,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
878,Fulfilled Ceiling fan,But it's my only night to be fancy!,81.46,18,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
879,Jittery Belgian strong ale,"Ravioli, ravioli. Give me the formuoli.",91.89,49,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
880,Troubled Pasta carbonara,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,97.28,50,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
881,Open Club,"I wumbo, you wumbo, he she we wumbo.",35.87,9,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
882,Wistful Attic fan,"Goodbye everyone, I'll remember you all in therapy.",98.76,29,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
883,Mischievous Smoke-flavored,F is for friends who do stuff together!,20.32,18,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
884,Embarrassed Steel greatsword,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",79.41,85,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
885,Whiny Chicken fajitas,"I wumbo, you wumbo, he she we wumbo.",44.45,45,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
886,Obligated Linguine with clams,I have no soul.,86.55,59,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
887,Shy Tacos,"I wumbo, you wumbo, he she we wumbo.",87.48,7,2012-03-27 14:54:02 UTC,2012-03-27 14:54:02 UTC
888,Thoughtful Amber hybrid beer,I'm ugly and I'm proud!,63.01,48,2012-03-27 14:54:03 UTC,2012-03-27 14:54:03 UTC
889,Reserved Mace,F is for friends who do stuff together!,56.77,92,2012-03-27 14:54:03 UTC,2012-03-27 14:54:03 UTC
890,Curious English pale ale,Look at all the hip young people eating sal-ads.,83.29,59,2012-03-27 14:54:03 UTC,2012-03-27 14:54:03 UTC
891,Buoyant Domestic robot,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",15.03,17,2012-03-27 14:54:03 UTC,2012-03-27 14:54:03 UTC
892,Enthusiastic Orcish war axe,Future!!!,46.32,62,2012-03-27 14:54:03 UTC,2012-03-27 14:54:03 UTC
